lecture_no,question,option1,option2,option3,option4,correct_option
13,Interfaces mainly support?,Multiple inheritance behavior,Loops,Arrays,Compilation,1
13,What access modifier do interface methods have by default?,public,private,protected,default,1
13,Interface variables are automatically?,public static final,private static,public only,instance variables,1
13,Can interfaces contain variables?,Yes constants only,No,Only objects,Only arrays,1
13,Default value of interface variables?,Must initialize,0,null,false,1
13,Can interfaces have constructors?,No,Yes,Only abstract,Never,1
13,Can interfaces extend interfaces?,Yes,No,Never,Only one,1
13,Can abstract class implement interfaces?,Yes,No,Never,Only final classes,1
13,What relationship does interface create?,Can-do capability,is-a only,has-a,owns-a,1
13,Can interface methods be static?,Yes,No,Never,Only default methods,1
13,What Java version introduced default methods?,Java 8,Java 5,Java 2,Java 1,1
13,Why default methods added?,Backward compatibility,Speed,Memory,None,1
13,Can interfaces contain default methods?,Yes,No,Never,Only abstract classes,1
13,Which keyword defines default interface method?,default,public,static,abstract,1
13,Can interfaces contain private methods?,Yes newer Java,No,Never,Only static,1
13,Can abstract classes contain instance variables?,Yes,No,Never,Only constants,1
13,Can interfaces contain instance variables?,No,Yes,Sometimes,Only objects,1
13,Abstract class supports what abstraction?,Partial,Full only,None,No abstraction,1
13,Interface traditionally supports what abstraction?,Full abstraction,No abstraction,Partial only,Looping,1
13,Which is stronger contract?,Interface,Abstract class,None,Loop,1
13,What happens when class implements interface?,Must implement methods,Nothing,Compile error always,None,1
13,Can interface references store implementing objects?,Yes,No,Never,Only abstract classes,1
13,Which concept heavily uses interfaces?,Polymorphism,Sorting,Arrays,Loops,1
13,Can abstract class extend another abstract class?,Yes,No,Never,Only interfaces,1
13,Can abstract class extend normal class?,Yes,No,Never,Sometimes,1
13,Can normal class extend abstract class?,Yes,No,Never,Only interfaces,1
13,Can abstract methods be private?,No,Yes,Sometimes,Only interfaces,1
13,Can abstract methods be final?,No,Yes,Sometimes,Never,1
13,Can abstract methods be static?,No,Yes,Never,Sometimes,1
13,What keyword accesses parent members?,super,this,parent,extends,1
13,Can interface methods be overridden?,Yes,No,Never,Only abstract classes,1
13,What is marker interface?,Interface without methods,Interface with loops,Abstract class,Static class,1
13,Example of marker interface?,Serializable,Scanner,String,Math,1
13,Can interfaces contain nested interfaces?,Yes,No,Never,Only classes,1
13,Can interfaces inherit multiple interfaces?,Yes,No,Never,Only abstract,1
13,What is loose coupling aided by?,Interfaces,Arrays,Loops,Strings,1
13,What is dependency inversion supported by?,Interfaces,Sorting,Arrays,None,1
13,Can abstract class force subclasses behavior?,Yes,No,Never,Only interfaces,1
13,Can interfaces provide implementation now?,Yes via default methods,No,Never,Only constructors,1
13,Which keyword accesses current object?,this,super,parent,interface,1
13,Can interface methods throw exceptions?,Yes,No,Never,Only checked,1
13,Which type is better for unrelated classes common behavior?,Interface,Abstract class,None,Loop,1
13,Which type shares state easily?,Abstract class,Interface,None,Loop,1
13,Can abstract classes have final methods?,Yes,No,Never,Only constructors,1
13,What happens if class implements two interfaces same default method?,Must resolve conflict,Auto choose,Compile success,None,1
13,Can anonymous classes implement interfaces?,Yes,No,Never,Only abstract,1
13,Functional interfaces mainly used with?,Lambda expressions,Loops,Arrays,Sorting,1
13,How many abstract methods functional interface has?,One,Two,Zero,Unlimited,1
13,Annotation for functional interface?,@FunctionalInterface,@Override,@Interface,@Abstract,1
13,Can interfaces extend classes?,No,Yes,Sometimes,Never,1
13,Can abstract class be final?,No,Yes,Sometimes,Never,1
13,What is benefit of interfaces?,Flexibility,More RAM,None,Speed only,1
13,Which concept allows multiple behavior contracts?,Interfaces,None,Loops,Arrays,1
13,Can object belong to interface type reference?,Yes,No,Never,Only abstract classes,1
13,Abstract classes mainly model?,Common base classes,Arrays,Loops,Strings,1
13,Interfaces mainly model?,Capabilities,Memory,Loops,Arrays,1
13,What is polymorphic benefit with interfaces?,Generic programming,None,More RAM,Speed,1
13,Can constructors be abstract?,No,Yes,Never,Sometimes,1
13,Can abstract classes have static methods?,Yes,No,Never,Only interfaces,1
13,Can interfaces have static methods?,Yes,No,Never,Only default methods,1
13,Which chapter increases abstraction skills?,Abstract Classes and Interfaces,Loops,Arrays,Strings,1
13,What is contract-based programming aided by?,Interfaces,None,Arrays,Loops,1
13,Can subclasses inherit implemented interfaces?,Yes,No,Never,Only abstract,1
13,What does ISP stand for in design?,Interface Segregation Principle,Internal System Package,Interface System Programming,None,1
13,Large interfaces violate?,ISP,OOP,None,DRY,1
13,What improves extensibility?,Interfaces and abstraction,None,Loops,Arrays,1
13,Can interface variables change later?,No,Yes,Sometimes,Never,1
13,Interface constants are implicitly?,final,true,false,mutable,1
13,Abstract classes help avoid?,Code duplication,None,Loops,Arrays,1
13,What concept separates implementation from usage?,Abstraction,None,Sorting,Loops,1
13,Which type better when shared code required?,Abstract class,Interface,None,Loops,1
13,Which type better for multiple capabilities?,Interface,Abstract class,None,Loops,1
13,Can interfaces support dependency injection designs?,Yes,No,Never,Sometimes,1
13,What chapter deepens abstraction mechanisms?,Abstract Classes and Interfaces,Methods,Loops,Arrays,1
13,Which concept improves maintainability greatly?,Abstraction,None,Arrays,Sorting,1
13,Can abstract classes contain nonabstract fields?,Yes,No,Never,Only static,1
13,Can interfaces directly create objects?,No,Yes,Never,Sometimes,1
13,What is one goal of abstraction?,Hide complexity,None,Increase RAM,Compile faster,1
13,Interfaces encourage what design?,Loose coupling,None,Deep inheritance,Large classes,1
13,Abstract classes and interfaces mainly support?,Flexible OOP design,None,Loops,Arrays,1
14,What is JavaFX mainly used for?,GUI applications,Database management,Networking,File compression,1
14,Which package contains JavaFX controls?,javafx.controls,java.awt,java.io,java.net,1
14,Which class is entry point for JavaFX app?,Application,Stage,Scene,Platform,1
14,Which method starts JavaFX application?,start(),main(),run(),execute(),1
14,What parameter does start() receive?,Stage,Scene,Button,Label,1
14,What is Stage in JavaFX?,Main window,Layout pane,Button,Container only,1
14,What is Scene in JavaFX?,Content container,Window title,Event object,Method,1
14,Can one Stage have multiple Scenes?,Yes,No,Never,Only one permanently,1
14,Which method displays stage?,show(),display(),open(),start(),1
14,Which method sets scene to stage?,setScene(),addScene(),showScene(),scene(),1
14,What is Node in JavaFX?,GUI element,Object only,Database element,Compiler unit,1
14,Button belongs to which category?,Control,Layout,Stage,Scene,1
14,Which control displays text?,Label,Button,VBox,Stage,1
14,Which control accepts user input?,TextField,Label,Pane,Scene,1
14,Which control handles clicks?,Button,Stage,Scene,Label,1
14,What layout arranges vertically?,VBox,HBox,GridPane,BorderPane,1
14,What layout arranges horizontally?,HBox,VBox,GridPane,BorderPane,1
14,Which layout uses rows and columns?,GridPane,VBox,HBox,StackPane,1
14,Which layout stacks nodes?,StackPane,HBox,VBox,GridPane,1
14,Which layout divides top bottom left right center?,BorderPane,GridPane,VBox,HBox,1
14,What method changes window title?,setTitle(),title(),windowTitle(),name(),1
14,Which method launches JavaFX runtime?,launch(),run(),execute(),show(),1
14,What event commonly used for buttons?,ActionEvent,MouseEvent only,KeyEvent only,None,1
14,Which method sets button click action?,setOnAction(),onClick(),clickEvent(),setClick(),1
14,What syntax often used in event handlers?,Lambda expressions,SQL,HTML,CSS only,1
14,Can Scene contain layouts?,Yes,No,Never,Only controls,1
14,Which class creates buttons?,Button,Label,Stage,Scene,1
14,Which class creates labels?,Label,Text,Button,Pane,1
14,What method changes button text?,setText(),changeText(),title(),rename(),1
14,What method gets text field content?,getText(),readText(),input(),fetch(),1
14,Which method sets prompt text?,setPromptText(),prompt(),placeholder(),setHint(),1
14,Can controls be styled?,Yes,No,Never,Only buttons,1
14,What language styles JavaFX UI?,CSS,HTML,SQL,XML,1
14,Which pane often centers content?,StackPane,VBox,GridPane,HBox,1
14,Can JavaFX apps have multiple windows?,Yes,No,Never,Only scenes,1
14,What object handles mouse interactions?,Event object,Scene,Stage,Label,1
14,Which property changes node size?,setPrefWidth()/Height(),resizeNow(),size(),expand(),1
14,What package contains layouts?,javafx.scene.layout,java.io,java.awt,java.net,1
14,Can VBox contain buttons?,Yes,No,Never,Only labels,1
14,Which method adds nodes to layout?,getChildren().add(),insertNode(),append(),layoutAdd(),1
14,Can layouts contain layouts?,Yes,No,Never,Only controls,1
14,What does Pos.CENTER do?,Center alignment,Resize node,Close stage,Open scene,1
14,Which class represents text input area?,TextArea,TextField,Label,Button,1
14,What control allows passwords hidden?,PasswordField,TextField,SecureInput,HiddenField,1
14,Can JavaFX use images?,Yes,No,Never,Only icons,1
14,Which class loads images?,Image,Picture,Photo,Icon,1
14,Which control displays images?,ImageView,Label,Pane,Scene,1
14,What is event handling?,Responding to actions,Creating arrays,Compiling code,Database queries,1
14,Can lambda simplify handlers?,Yes,No,Never,Only loops,1
14,What operator used in lambdas?,->,=>,::,++,1
14,Which method closes stage?,close(),hideNow(),destroy(),finish(),1
14,Can stage size be changed?,Yes,No,Never,Only scene size,1
14,Which method sets width?,setWidth(),width(),resizeWidth(),setX(),1
14,Which method sets height?,setHeight(),height(),resizeHeight(),setY(),1
14,What layout good for forms?,GridPane,HBox,StackPane,TextArea,1
14,Can scenes switch dynamically?,Yes,No,Never,Only stages,1
14,What is FXML?,UI markup language,Database language,Compiler,Package,1
14,FXML often works with?,Scene Builder,MySQL,Scanner,Math,1
14,Can JavaFX run CSS files?,Yes,No,Never,Only inline styles,1
14,Which method disables resizing?,setResizable(false),disableResize(),lockWindow(),fixed(),1
14,What thread runs UI updates?,JavaFX Application Thread,Main Thread only,Worker Thread,Compiler Thread,1
14,Can long tasks freeze UI?,Yes,No,Never,Sometimes,1
14,What container groups nodes?,Pane/Layout,Scene only,Stage only,Method,1
14,Which component displays multiple lines input?,TextArea,TextField,Label,Button,1
14,Can labels show dynamic text?,Yes,No,Never,Only static,1
14,What property changes alignment?,setAlignment(),align(),center(),setPosition(),1
14,Can JavaFX applications use OOP?,Yes,No,Never,Only interfaces,1
14,Which control creates selectable options?,ComboBox,Label,Button,Pane,1
14,Which control provides check marks?,CheckBox,RadioButton,Pane,Stage,1
14,Which control allows one option from many?,RadioButton,CheckBox,TextField,Label,1
14,What groups radio buttons?,ToggleGroup,ButtonGroup,NodeGroup,ChoiceGroup,1
14,Which control displays lists?,ListView,TextArea,Button,Stage,1
14,Can layouts set spacing?,Yes,No,Never,Only VBox,1
14,Which method sets spacing in VBox?,setSpacing(),spacing(),space(),setGap(),1
14,Can layouts set padding?,Yes,No,Never,Only GridPane,1
14,Which class provides Insets padding?,Insets,Padding,Margin,Border,1
14,What does Scene need minimum?,Root node,Button,Label,Image,1
14,Can JavaFX mix multiple controls?,Yes,No,Never,Only layouts,1
14,What improves GUI usability?,Layouts and controls,Loops,Arrays,Sorting,1
14,Can JavaFX applications use files/databases?,Yes,No,Never,Only networking,1
14,What is primary purpose of JavaFX?,Build GUIs,Compile code,Create OS,Manage RAM,1
14,Can GUI apps respond to users instantly?,Yes,No,Never,Sometimes,1
14,Which chapter introduces event-driven programming?,JavaFX Basics,Loops,Arrays,Methods,1
14,GUI stands for?,Graphical User Interface,General User Input,Graphics Utility Interface,General UI Integration,1
14,Can scenes contain multiple nodes?,Yes,No,Never,Only layouts,1
14,What improves interface organization?,Layouts,Loops,Arrays,Packages,1
14,Which concept powers button actions?,Events,Arrays,Methods,Inheritance,1
14,JavaFX mainly supports?,Desktop applications,Operating systems,Drivers,Databases,1
14,Can controls trigger events?,Yes,No,Never,Only buttons,1
14,What chapter relates closely to your project GUIs?,JavaFX Basics,Arrays,Loops,Sorting,1
14,What is user interaction handled through?,Events,Arrays,Methods,Packages,1
14,Can scenes be replaced at runtime?,Yes,No,Never,Sometimes,1
14,What is visual hierarchy improved by?,Layouts,None,Loops,Arrays,1
14,JavaFX applications encourage?,Event-driven programming,None,Assembly coding,Procedural only,1
15,What is Binary I/O mainly used for?,Reading and writing binary data,GUI design,Loops only,String comparison,1
15,What is binary file data stored as?,Bytes,Characters only,Objects only,Strings only,1
15,Which package contains binary stream classes?,java.io,java.util,javafx.io,java.net,1
15,Which class writes bytes to file?,FileOutputStream,FileInputStream,Scanner,PrintWriter,1
15,Which class reads bytes from file?,FileInputStream,FileOutputStream,Scanner,Reader,1
15,What does FileOutputStream primarily write?,Bytes,Lines only,Objects only,Characters only,1
15,What does FileInputStream primarily read?,Bytes,Lines only,Strings only,Objects only,1
15,Which method writes one byte?,write(),read(),print(),next(),1
15,Which method reads one byte?,read(),write(),scan(),next(),1
15,What does read() return at file end?,-1,0,1,null,1
15,Can binary files store images?,Yes,No,Never,Only text,1
15,Can binary files store audio?,Yes,No,Never,Only objects,1
15,Which stream improves efficiency using buffering?,Buffered streams,Scanner,StringBuilder,Math,1
15,What class buffers input bytes?,BufferedInputStream,BufferedWriter,Scanner,PrintWriter,1
15,What class buffers output bytes?,BufferedOutputStream,BufferedReader,Scanner,Math,1
15,Why use buffering?,Improve performance,Increase RAM,None,Slow execution,1
15,Which stream writes primitive types easily?,DataOutputStream,Scanner,File,PrintWriter,1
15,Which stream reads primitive types easily?,DataInputStream,Scanner,Reader,Writer,1
15,Which method writes integer using DataOutputStream?,writeInt(),printInt(),saveInt(),nextInt(),1
15,Which method reads integer using DataInputStream?,readInt(),getInt(),nextInt(),scanInt(),1
15,Can DataOutputStream write doubles?,Yes,No,Only integers,Never,1
15,Which method writes boolean values?,writeBoolean(),booleanWrite(),saveBool(),write(),1
15,Which method reads boolean values?,readBoolean(),getBoolean(),nextBoolean(),scanBoolean(),1
15,What happens if read order differs from write order?,Incorrect data/errors,None,Auto correction,Faster reading,1
15,What is serialization?,Converting object into byte stream,Sorting arrays,Looping,Compilation,1
15,Which interface enables serialization?,Serializable,Cloneable,Runnable,Readable,1
15,Serializable belongs to package?,java.io,java.util,java.lang,java.net,1
15,Can objects be stored in binary files?,Yes,No,Never,Only arrays,1
15,Which stream writes objects?,ObjectOutputStream,Scanner,PrintWriter,Reader,1
15,Which stream reads objects?,ObjectInputStream,Scanner,BufferedReader,Math,1
15,Which method writes objects?,writeObject(),saveObject(),objectWrite(),printObject(),1
15,Which method reads objects?,readObject(),objectRead(),nextObject(),scanObject(),1
15,What exception may occur object reading wrong type?,ClassCastException,IOException,None,ArithmeticException,1
15,What keyword prevents field serialization?,transient,final,static,private,1
15,Transient fields are?,Not serialized,Always serialized,Encrypted,None,1
15,Can static fields serialize normally?,No,Yes,Always,Sometimes,1
15,Why use binary files over text sometimes?,Efficiency and compactness,None,More readability,More typing,1
15,Which stream chain is common?,File stream + buffered/data stream,None,Loop + stream,Math + stream,1
15,Can binary files be human readable?,Usually no,Always yes,Sometimes only,Only text files,1
15,What is EOFException related to?,Unexpected file end,None,Loop termination,GUI issue,1
15,Which exception commonly used with streams?,IOException,None,MathException,GUIException,1
15,Can streams be closed after use?,Yes,No,Never,Optional always,1
15,Why close streams?,Release resources,None,Increase RAM,Compile faster,1
15,Which feature auto closes streams?,try-with-resources,None,catch block,throw,1
15,Can binary streams transfer network data?,Yes,No,Never,Only files,1
15,What is byte data range?,-128 to 127,0 to 255,0 to 127,-255 to 255,1
15,Which primitive size is one byte?,byte,int,double,long,1
15,Can FileInputStream read characters directly efficiently?,No,Yes,Always,Only strings,1
15,What is object deserialization?,Convert bytes back to object,None,Delete object,Compile object,1
15,Can serialization support persistence?,Yes,No,Never,Only arrays,1
15,What is persistence?,Saving data permanently,None,Looping,Compilation,1
15,Can arrays be serialized?,Yes,No,Never,Only objects,1
15,Which interface has no methods?,Serializable,None,Runnable,Closeable,1
15,What is marker interface?,Interface without methods,None,Loop interface,Static interface,1
15,Can serialization fail if class changes significantly?,Yes,No,Never,Sometimes,1
15,Which field identifies serialized version?,serialVersionUID,None,versionID,UID,1
15,What happens missing serialVersionUID?,Auto generated,None,Compile error,Program stops,1
15,Can object graphs serialize too?,Yes,No,Never,Only arrays,1
15,What stream layer handles objects?,Object streams,None,Scanner,Math,1
15,Which method flushes output buffer?,flush(),clean(),write(),release(),1
15,Why flush streams?,Force write pending data,None,Delete file,Read faster,1
15,What does append mode preserve?,Existing file content,None,Objects only,Buffer,1
15,Can binary files store custom objects?,Yes,No,Never,Only strings,1
15,What stream reads bytes into arrays?,read(byte[]),nextBytes(),scan(),writeBytes(),1
15,Can binary I/O be faster than text I/O?,Yes,No,Never,Sometimes,1
15,What is one drawback of binary files?,Less human readable,None,Slower always,No storage,1
15,Which class hierarchy parent for streams?,InputStream/OutputStream,None,Object only,Reader only,1
15,Reader/Writer classes mainly handle?,Characters,None,Bytes only,Objects only,1
15,InputStream mainly handles?,Bytes,None,Characters,GUI,1
15,OutputStream mainly handles?,Bytes,None,Characters,Loops,1
15,Can multiple streams wrap one another?,Yes,No,Never,Only buffered,1
15,What is stream chaining?,Wrapping streams together,None,Sorting streams,Looping streams,1
15,Which operation reconstructs objects?,Deserialization,None,Serialization,Compilation,1
15,What is file corruption risk from?,Incorrect writing/reading,None,Loops,Methods,1
15,Can binary files store encrypted data?,Yes,No,Never,Only text,1
15,What does writeUTF() store?,String in UTF format,None,Integer,Object,1
15,What method reads UTF strings?,readUTF(),nextUTF(),stringRead(),scanUTF(),1
15,Can Data streams store chars?,Yes,No,Never,Only bytes,1
15,Which method writes character?,writeChar(),putChar(),nextChar(),charWrite(),1
15,Which method reads character?,readChar(),getChar(),scanChar(),nextChar(),1
15,Can object serialization support networking?,Yes,No,Never,Only files,1
15,Which chapter introduces object persistence strongly?,Binary I/O,None,Loops,Arrays,1
15,What is byte stream abstraction?,Flow of bytes,None,Objects only,GUI,1
15,Can binary files contain mixed data types?,Yes,No,Never,Only primitives,1
15,What happens if stream not closed repeatedly?,Resource leaks,None,More RAM,Better speed,1
15,Can IOException be checked exception?,Yes,No,Never,Sometimes,1
15,Which stream class is abstract?,InputStream,FileInputStream,ObjectInputStream,Scanner,1
15,What is output stream purpose?,Send data outward,None,Receive data,Compile data,1
15,What is input stream purpose?,Receive data,None,Write files,Delete files,1
15,Can binary I/O store game saves?,Yes,No,Never,Only text,1
15,Serialization mainly helps with?,Saving object state,None,Looping,Sorting,1
15,What concept enables object persistence?,Serialization,None,Inheritance,Loops,1
15,Which chapter extends text I/O concepts?,Binary I/O,None,Methods,Strings,1
15,Can object streams throw ClassNotFoundException?,Yes,No,Never,Sometimes,1
15,What is one benefit of object streams?,Store complete objects,None,Less memory always,No files,1
15,Binary I/O mainly improves?,Efficient storage,None,GUI quality,Loop speed,1
15,What chapter introduces byte-level programming?,Binary I/O,None,Arrays,Methods,1
16,What is event-driven programming?,Programming based on events,Programming loops only,Database programming,File programming,1
16,What is an event?,User or system action,Object creation,Compilation step,Variable declaration,1
16,Which package commonly handles JavaFX events?,javafx.event,java.io,java.util,java.net,1
16,What object handles button clicks?,EventHandler,Scanner,Math,Thread,1
16,Which method attaches event handling to button?,setOnAction(),setEvent(),addAction(),click(),1
16,Which event occurs on button press?,ActionEvent,MouseEvent,KeyEvent,WindowEvent,1
16,What interface handles events traditionally?,EventHandler,None,Runnable,Serializable,1
16,Can lambda expressions handle events?,Yes,No,Never,Only buttons,1
16,What operator used in lambda expressions?,->,=>,::,++,1
16,What is MouseEvent related to?,Mouse actions,Keyboard actions,Files,Objects,1
16,What is KeyEvent related to?,Keyboard actions,Mouse actions,Files,Objects,1
16,Which event occurs when mouse clicked?,MouseClicked,KeyPressed,ActionPerformed,None,1
16,Which event occurs when key pressed?,KeyPressed,MousePressed,ButtonPressed,None,1
16,Can one node have multiple events?,Yes,No,Never,Only one,1
16,What is event source?,Object generating event,Compiler,Loop,Variable,1
16,What is event target?,Receiver node,Compiler,Object memory,Method,1
16,Which method gets event source?,getSource(),source(),eventSource(),target(),1
16,Can events propagate?,Yes,No,Never,Only mouse events,1
16,What is event bubbling?,Propagation upward,Propagation downward,Compilation,None,1
16,What is animation?,Visual changes over time,Compilation,File operation,Looping,1
16,Which class supports JavaFX animations?,Timeline,Scanner,Thread,System,1
16,What is Timeline used for?,Create animations,Create files,Create arrays,Create objects,1
16,What is KeyFrame?,Animation step,GUI window,Event source,Thread,1
16,Timeline contains what?,KeyFrames,Buttons,Arrays,Files,1
16,Which package contains animation classes?,javafx.animation,java.io,java.util,java.lang,1
16,Can animations repeat?,Yes,No,Never,Only once,1
16,Which method starts animation?,play(),run(),startAnimation(),show(),1
16,Which method pauses animation?,pause(),wait(),hold(),freeze(),1
16,Which method stops animation?,stop(),terminate(),destroy(),cancel(),1
16,What property controls repeat count?,setCycleCount(),repeat(),cycles(),setRepeat(),1
16,Which constant creates infinite animation?,Timeline.INDEFINITE,FOREVER,MAX_VALUE,INFINITE,1
16,What is Duration used for?,Timing,Storage,Input,Loops,1
16,Which method creates seconds duration?,Duration.seconds(),Duration.time(),Duration.sec(),Duration.make(),1
16,Can animations move objects?,Yes,No,Never,Only images,1
16,What event occurs when mouse enters node?,MouseEntered,MousePressed,MouseDragged,KeyTyped,1
16,What event occurs when mouse exits node?,MouseExited,MouseLeave,MouseReleased,ExitEvent,1
16,What event occurs while dragging mouse?,MouseDragged,MouseMoved,MousePress,DragObject,1
16,Can keyboard shortcuts use KeyEvent?,Yes,No,Never,Only buttons,1
16,Which key event occurs after release?,KeyReleased,KeyTyped,KeyPressed,None,1
16,What event type detects character typing?,KeyTyped,KeyPressed,KeyReleased,MouseTyped,1
16,Can scenes receive key events?,Yes,No,Never,Only controls,1
16,Which object stores event information?,Event object,Scene,Stage,Thread,1
16,Can animations update GUI automatically?,Yes,No,Never,Sometimes,1
16,What property changes object position horizontally?,setX()/layoutX,Height,Opacity,Text,1
16,What property changes object position vertically?,setY()/layoutY,Width,Color,Text,1
16,Can opacity be animated?,Yes,No,Never,Only images,1
16,Can size properties be animated?,Yes,No,Never,Only buttons,1
16,What is frame rate concept?,Updates per second,Storage speed,CPU speed,File speed,1
16,Can animation affect performance?,Yes,No,Never,Sometimes,1
16,What is GUI responsiveness?,Quick reaction to user,Compilation speed,Memory usage,None,1
16,Can event handlers call methods?,Yes,No,Never,Only static methods,1
16,What is callback concept?,Function executed on event,Loop type,Class type,None,1
16,Can multiple handlers exist for different controls?,Yes,No,Never,Only buttons,1
16,Which class schedules recurring actions?,Timeline,Scanner,Thread,Object,1
16,What does playFromStart() do?,Restart animation,Pause animation,Delete animation,None,1
16,Can animations rotate objects?,Yes,No,Never,Only images,1
16,Can animations scale objects?,Yes,No,Never,Only text,1
16,What event-driven design improves?,Interactivity,Memory only,None,Compilation,1
16,Which event occurs when mouse button released?,MouseReleased,MouseExited,MouseTyped,ReleasedEvent,1
16,Can nodes consume events?,Yes,No,Never,Only buttons,1
16,What does consume() do on event?,Stops propagation,Deletes event,Creates event,None,1
16,Can event filters process before handlers?,Yes,No,Never,Sometimes,1
16,What is event handler purpose?,Respond to events,Create arrays,Compile code,None,1
16,Can animation run indefinitely?,Yes,No,Never,Only loops,1
16,What happens if heavy task on UI thread?,UI freezes,None,Faster app,Nothing,1
16,Which thread updates JavaFX UI?,JavaFX Application Thread,Worker thread,Random thread,Compiler thread,1
16,Can background tasks improve responsiveness?,Yes,No,Never,Sometimes,1
16,What is transition animation?,Prebuilt animation class,Loop class,File class,None,1
16,Which class fades nodes?,FadeTransition,MoveTransition,OpacityClass,FadeNode,1
16,Which class moves nodes?,TranslateTransition,MoveTransition,TravelNode,NodeMover,1
16,Which class rotates nodes?,RotateTransition,SpinNode,TurnTransition,RotationClass,1
16,Which class scales nodes?,ScaleTransition,ResizeNode,ScaleNode,ScaleObject,1
16,Can transitions combine together?,Yes,No,Never,Only two,1
16,What is SequentialTransition?,Animations one after another,Parallel only,None,Looping,1
16,What is ParallelTransition?,Animations together,None,Sequential only,Looping,1
16,Can media controls trigger events?,Yes,No,Never,Only buttons,1
16,What is user interaction mainly powered by?,Events,Arrays,Loops,Files,1
16,What chapter introduces dynamic interfaces?,Event-driven Programming,None,Methods,Arrays,1
16,Can animations improve UX?,Yes,No,Never,Sometimes,1
16,Which event commonly closes window?,WindowEvent,MouseEvent,KeyEvent,ArrayEvent,1
16,Can stages have close request handlers?,Yes,No,Never,Only scenes,1
16,What method adds generic handler?,addEventHandler(),setHandler(),handleAdd(),addAction(),1
16,Can nodes react to hover actions?,Yes,No,Never,Only buttons,1
16,What event type supports drag operations?,MouseDragged,MouseClicked,KeyPressed,None,1
16,Which property affects transparency?,Opacity,Width,Height,Text,1
16,Can animations repeat fixed times?,Yes,No,Never,Only infinite,1
16,What is event queue concept?,Pending events storage,None,File queue,Loop queue,1
16,Can timers trigger events?,Yes,No,Never,Only buttons,1
16,Timeline animations depend on?,Time intervals,None,Memory,Loops,1
16,Can UI elements react differently to same event?,Yes,No,Never,Sometimes,1
16,What improves interactive application design?,Events and animations,None,Arrays,Sorting,1
16,Which chapter focuses on responsiveness?,Event-driven Programming and Animations,None,Strings,Methods,1
16,What is final goal of event-driven programming?,Interactive applications,None,More memory,Compilation,1
